id,source,title,tags,confidence,caption
pulm-l1b-functional-anatomy-updated-1-s14-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 14,right|mainstem|bronchus,low,"14 RIGHT MAINSTEM BRONCHUS: angle is straighter than on the left side. Along with gravity, this favors right lung intubation and right lower lung aspiration"
pulm-l1b-functional-anatomy-updated-1-s14-02,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 14,right|mainstem|bronchus,low,"14 RIGHT MAINSTEM BRONCHUS: angle is straighter than on the left side. Along with gravity, this favors right lung intubation and right lower lung aspiration"
pulm-l1b-functional-anatomy-updated-1-s16-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 16,trachea|bronchi|bronchioles,low,Trachea Bronchi Bronchioles Terminal Bronchioles Respiratory Bronchioles Alveolar ducts Alveolar sacs 16
pulm-l1b-functional-anatomy-updated-1-s18-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 18,cross|sectional|area,low,Cross Sectional Area Bronchi Generation 18
pulm-l1b-functional-anatomy-updated-1-s19-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 19,airway|bronchial|generation,low,Airway (Bronchial) Generation Airway Resistance Segmental bronchi Terminal bronchioles 19
pulm-l1b-functional-anatomy-updated-1-s21-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 21,bronchus|bronchiole|mucosa,low,Bronchus Bronchiole Mucosa Submucosa Fibro-Cartilaginous Layer 21
pulm-l1b-functional-anatomy-updated-1-s25-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 25,alveolar|space|ventilatory,low,Alveolar Space Ventilatory Function Gas Exchange at the Alveolar-Capillary - Blood Interface Distance for Diffusion of Gases: Pneumocyte  Basement Membrane  V
pulm-l1b-functional-anatomy-updated-1-s26-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 26,smaller|alveoli|harder,low,"Smaller alveoli (R1): Harder to inflate; Easier deflate P = 2T / R; R1 < R2; P1 > P2 Surfactant lines inner alveolar wall WHY, Because small alveoli want to col"
pulm-l1b-functional-anatomy-updated-1-s28-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 28,saline|even|surfactant,low,Saline or even more so with Surfactant Inflation /Deflation Pressure – cm H2O HYSTERESIS 28
pulm-l1b-functional-anatomy-updated-1-s31-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 31,time|sec|rest,low,Time (sec) Rest 31 2. Abnormal 3. Grossly Abnormal Exercise Alveolar PAO2 Normal Lung Structure
pulm-l1b-functional-anatomy-updated-1-s33-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 33,vein|high|low,low,Vein High O2 Vein Low O2 Artery Low O2 Capillary Capillary 25/0 RV --------- RA 2 ~12 ~8 30 10 20 25/8 120/80 120/0 LV -------- LA 5 Artery High O2 33 PULMONARY
pulm-l1b-functional-anatomy-updated-1-s34-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 34,,low,34
pulm-l1b-functional-anatomy-updated-1-s38-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 38,mmhg|pvr|hypoxia,low,PO2 (mmHg) pH 7.1 7.2 7.3 7.4 PVR Hypoxia & Acidosis: Pulmonary vascular resistance (PVR) increases due to synergistic vasoconstriction. Opposite of Systemic va
pulm-l1b-functional-anatomy-updated-1-s39-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 39,increasing|lung|volume,low,"Increasing Lung Volume ---- FRC TLC RV Total Alveolar Extra-Alveolar PVR Lung Volume: As migrate from mid-lung volume (FRC), in either direction, PVR increases"
pulm-l1b-functional-anatomy-updated-1-s41-01,L1B. functional anatomy updated(1).pptx,L1B. functional anatomy updated(1) Slide 41,vasoconstriction|nitric|oxide,low,Vasoconstriction Nitric Oxide Vasodilation Endothelin-1 41
pulm-l2-compliance-and-volumes-updated-s09-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 9,gradient|flow|palv,low,NO GRADIENT; NO FLOW Palv = P atm Respiratory Cycle @ End Expiration 9
pulm-l2-compliance-and-volumes-updated-s11-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 11,air|flow|gradient,low,AIR FLOW Gradient; Inspiratory Flow Palv < P atm Respiratory Cycle During Inspiration Ppl < Palv < Patm 11
pulm-l2-compliance-and-volumes-updated-s12-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 12,gradient|flow|palv,low,NO GRADIENT; NO FLOW No Gradient; No Flow Palv = P atm Respiratory Cycle @ End Inspiration Ppl is negative and < Palv 12
pulm-l2-compliance-and-volumes-updated-s14-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 14,air|flow|respiratory,low,AIR FLOW Respiratory Cycle During Expiration Gradient; Expiratory Flow Palv > P atm 14
pulm-l2-compliance-and-volumes-updated-s15-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 15,smaller|alveoli|harder,low,Smaller alveoli (R1): Harder to inflate; Easier deflate P = 2T / R; R1 < R2; P1 > P2 Larger alveoli P=2T/R R=2; P=T Smaller alveoli P=2T/R R=1; P=2T COMPLIANCE 
pulm-l2-compliance-and-volumes-updated-s16-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 16,smaller|alveoli|harder,low,Smaller alveoli (R1): Harder to inflate; Easier deflate P = 2T / R; R1 < R2; P1 > P2 Larger alveoli P=2T/R R=2; P=T Smaller alveoli P=2T/R R=1; P=2T Elastic pro
pulm-l2-compliance-and-volumes-updated-s18-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 18,air|inflation|deflation,low,Air Inflation Deflation Saline or even more so with Surfactant Inflation /Deflation Pressure (cm H2O) HYSTERESIS 18
pulm-l2-compliance-and-volumes-updated-s27-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 27,frc|lung|chest,low,FRC Lung RV Chest Wall TLC Pressure (cm H2O) Mechanical Ventilation -> Positive Pressure (cm H2O) Respiratory System 27 Let’s dissect each of these 3 curves sep
pulm-l2-compliance-and-volumes-updated-s28-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 28,frc|chest|wall,low,FRC Chest Wall Lung Resp System Chest Wall P Lung P Resp Sys P A B C 28
pulm-l2-compliance-and-volumes-updated-s29-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 29,frc|chest|wall,low,FRC Chest Wall Lung Resp System Chest Wall P Lung P Resp Sys P A B C 29
pulm-l2-compliance-and-volumes-updated-s30-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 30,frc|chest|wall,low,FRC Chest Wall Lung Resp System Chest Wall P Lung P Resp Sys P A B C VC no work Zero pressure 30
pulm-l2-compliance-and-volumes-updated-s31-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 31,frc|lung|respiratory,low,FRC Lung Respiratory System RV Chest Wall TLC Pressure (cm H2O) Mechanical Ventilation -> Positive Pressure (cm H2O) 31
pulm-l2-compliance-and-volumes-updated-s33-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 33,lung|capacities|sum,low,Lung Capacities = sum of several lung volumes FRC RV TLC Residual Volume Functional Residual Capacity Inspiratory Reserve Volume Inspiratory Capacity Total Lung
pulm-l2-compliance-and-volumes-updated-s34-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 34,lung|capacities|sum,low,Lung Capacities = sum of several lung volumes FRC RV TLC Residual Volume Functional Residual Capacity Inspiratory Reserve Volume Inspiratory Capacity Total Lung
pulm-l2-compliance-and-volumes-updated-s35-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 35,lung|capacities|sum,low,Lung Capacities = sum of several lung volumes FRC RV TLC Residual Volume Functional Residual Capacity Inspiratory Reserve Volume Total Lung Capacity Expiratory 
pulm-l2-compliance-and-volumes-updated-s36-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 36,lung|capacities|sum,low,Lung Capacities = sum of several lung volumes FRC RV TLC Residual Volume Functional Residual Capacity Inspiratory Reserve Volume Inspiratory Capacity Total Lung
pulm-l2-compliance-and-volumes-updated-s37-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 37,lung|volumes|capacities,low,Lung Volumes & Capacities FRC RV TLC Residual Volume Functional Residual Capacity Inspiratory Reserve Volume Inspiratory Capacity Total Lung Capacity Expiratory
pulm-l2-compliance-and-volumes-updated-s43-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 43,compliance|frc|tlc,low,Compliance = V/P FRC + TV RV TLC Transpulmonary Pressure (cm H2O) Respiratory Normal 700 ml; 4 cm C = 175 ml/cm Compliance = ∆V/ ∆ P 43
pulm-l2-compliance-and-volumes-updated-s44-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 44,compliance|decreases|hyperinflation,low,Compliance Decreases with Hyperinflation RV TLC Transpulmonary Pressure (cm H2O) Respiratory 700 ml; 4 cm C = 175 Hyperinflated 700 ml; 10 cm C = 70 FRC + TV Co
pulm-l2-compliance-and-volumes-updated-s45-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 45,lung|transpulmonary|pressure,low,Lung Transpulmonary Pressure (cm H2O) Compliance and Disease Models Normal Inflation Overinflation -> higher Pressure Higher work of breathing 45
pulm-l2-compliance-and-volumes-updated-s46-01,L2 Compliance and volumes updated .pptx,L2 Compliance and volumes updated  Slide 46,lung|volumes|disease,low,Lung Volumes - Disease Models IRV IRV IRV RV RV ERV ERV ERV RV TV TV TV TLC TLC TLC FRC FRC FRC VC VC IC IC IC Normal Restrictive Obstructive VC 46
pulm-l3-airway-resistance-dynamic-compliance-updated-s10-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,FLOW PATTERNS,FLOW PATTERNS,low,Turbulent Laminar Transitional Vvvvvvvvvvvvvvvvvv vvvvv Laminar Flow Pattern Organized flow Small airways Turbulent Flow Pattern Disorganized flow Large airways
pulm-l3-airway-resistance-dynamic-compliance-updated-s14-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 14,cross|sectional|area,low,Cross Sectional Area Bronchi Generation 14
pulm-l3-airway-resistance-dynamic-compliance-updated-s15-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 15,airway|bronchial|generation,low,Airway (Bronchial) Generation Airway Resistance Segmental bronchi Terminal bronchioles 15
pulm-l3-airway-resistance-dynamic-compliance-updated-s16-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 16,low|density|gas,low,Low Density Gas (Helium) & Flow Rates Low Density Helium Decreases Turbulence: Increases flow rates in large but not small airways Asthma is a small airways dis
pulm-l3-airway-resistance-dynamic-compliance-updated-s18-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 18,isovolume|pressure|curves,low,"ISOVOLUME PRESSURE CURVES Expiration: For a given intra-pleural pressure as lung volume decreases, compression decreases airway radius, increases airway resista"
pulm-l3-airway-resistance-dynamic-compliance-updated-s19-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,AIRWAYS RESISTANCE,AIRWAYS RESISTANCE,low,"Expiration: For a given lung volume (in low to normal range), Higher Pressure does not increase expiratory flow. WHY FLOW LIMITED? Equal Pressure Point (EPP) 19"
pulm-l3-airway-resistance-dynamic-compliance-updated-s24-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 24,compliance|decreases|hyperinflation,low,Compliance Decreases with Hyperinflation RV TLC Transpulmonary Pressure (cm H2O) Respiratory 700 ml; 4 cm C = 175 Compliance = ∆V/ ∆ P 24 FRC + TV
pulm-l3-airway-resistance-dynamic-compliance-updated-s25-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 25,compliance|decreases|hyperinflation,low,Compliance Decreases with Hyperinflation RV TLC Transpulmonary Pressure (cm H2O) Respiratory 700 ml; 4 cm C = 175 Hyperinflated 700 ml; 10 cm C = 70 FRC + TV Co
pulm-l3-airway-resistance-dynamic-compliance-updated-s37-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 37,normals|asthmatics|respiratory,low,Normals Asthmatics Respiratory Frequency (breaths/min) Dynamic Compliance & Airway Resistance TC = R x C Normal = 5 x 100 = 500 Asthma=40 x 100=4000 Hyperinflat
pulm-l3-airway-resistance-dynamic-compliance-updated-s38-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 38,lung|volume|increases,low,Lung Volume Increases ---- FRC TLC RV Total Alveolar Extra-Alveolar Hyperinflation: Increases Pulm. Vascular Resistance & Deadspace Decreases Gas Exchange Hype
pulm-l3-airway-resistance-dynamic-compliance-updated-s39-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 39,compliance|disease|models,low,39 Compliance and Disease Models: Obstruction Due to Emphysema vs Asthma Lung Transpulmonary Pressure (cm H2O) : May also occur in normal lung tissue due to hyp
pulm-l3-airway-resistance-dynamic-compliance-updated-s41-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 41,COPD|work|breathing|busy,low,"Work of Breathing This is a busy figure. Let’s zoom in and study each panel separately. First, lets look at normal subjects on the top panel. NEXT SLIDE Normal "
pulm-l3-airway-resistance-dynamic-compliance-updated-s42-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 42,COPD|normal|copd|work,low,Normal COPD Work of Breathing in Normals: Top Panel ABC: static inflation-deflation curve OABCD: elastic work (compliance) AECF: resistive work AECB: resistive 
pulm-l3-airway-resistance-dynamic-compliance-updated-s43-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 43,COPD|work|breathing|restrictive,low,Work of Breathing in Restrictive Diseases. Next Middle Panel Normal Restrictive COPD ABC: static inflation-deflation curve OABCD: elastic work increased due to 
pulm-l3-airway-resistance-dynamic-compliance-updated-s44-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 44,COPD|normal|restrictive|copd,low,Normal Restrictive COPD ABC: static inflation-deflation curve AECF: resistive work AECB: resistive work during Inspiration 44 Work of Breathing in Obstructive D
pulm-l3-airway-resistance-dynamic-compliance-updated-s45-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 45,work|breathing|obstructive,low,Work of Breathing in Obstructive Diseases (OAD) Bottom Panel Normal Restrictive OAD ABC: static inflation-deflation curve AECF: resistive work AECB: resistive w
pulm-l3-airway-resistance-dynamic-compliance-updated-s46-01,L3 Airway Resistance _ dynamic compliance_updated.pptx,L3 Airway Resistance _ dynamic compliance_updated Slide 46,COPD|normal|restrictive|copd,low,Normal Restrictive COPD ABCF: resistive work during Expiration 46 ABCF: NOTE that the resistive work during Expiration NO LONGER is within the stored elastic re
pulm-l4-alveolar-ventilation-updated-s18-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 18,normal|peco|phase,low,18 Normal PECO2 = 25 - 37 mm Hg phase phase phase IV CO2 CO2 CO2 CO2 CO2 Start here
pulm-l4-alveolar-ventilation-updated-s21-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 21,chemosensitivity|constant|production,low,"VA and CHEMOSENSITIVITY For a constant CO2 production (VCO2) VA is inversely related to PaCO2 Lower VA -> higher PaCO2 At low VA (< 5 L/min), PaCO2 rises rapidl"
pulm-l4-alveolar-ventilation-updated-s25-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 25,rapid|rise|pao,low,"More rapid rise in VE & VA at PaO2 < 60 Synergy between hypoxia and hypercarbia: for same PaO2 , greater rise in ventilation as PaCO2 rises CHEMOSENSITIVITY, RE"
pulm-l4-alveolar-ventilation-updated-s33-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 33,two|ways|think,low,Two ways to think about Work of Breathing 1. Work of breathing (WOB) = Force x Distance Requires distance (volume) change How Does Hyperinflation Affect the Wor
pulm-l4-alveolar-ventilation-updated-s34-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 34,work|oxygen|consumption,low,2. Work = Oxygen Consumption Rather than force x distance If the push or struggle results in NO movement has oxygen consumption occurred? YES Work of Breathing 
pulm-l4-alveolar-ventilation-updated-s35-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 35,hyperinflation|air|trapping,low,Hyperinflation = Air Trapping FRC Lung Volume Insp. Exp. Airway Obstruction with Progressive Dynamic Hyperinflation Asthma attack During Asthma Attack -> rapid 
pulm-l4-alveolar-ventilation-updated-s36-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 36,work|breathing|obstructive,low,Work of Breathing in Obstructive Diseases Hyperinflation: PEEPi or Auto-PEEP No inspiratory flow until Inspiratory Pressure is negative relative to atmospheric 
pulm-l4-alveolar-ventilation-updated-s37-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 37,obstructive|airways|disease,low,Obstructive Airways Disease If we define WOB by VO2 then we do not require a volume (distance) change Dynamic Hyperinflation (air-trapping) Tidal Volume migrate
pulm-l4-alveolar-ventilation-updated-s40-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 40,hyperinflation|treatment|frc,low,Hyperinflation & its Treatment: FRC Lung Volume Insp. Exp. Airway Obstruction with Progressive Dynamic Hyperinflation Reduce Hyperinflation: By lowering airways
pulm-l4-alveolar-ventilation-updated-s41-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 41,relative|atmospheric|pressure,low,"Relative to atmospheric pressure, intrathoracic pressure becomes negative during spontaneous inspiration Pressure surrounding abdominal vasculature remains at A"
pulm-l4-alveolar-ventilation-updated-s45-01,L4 Alveolar Ventilation updated.pptx,L4 Alveolar Ventilation updated Slide 45,summary|hyperinflation|tidal,low,Summary on Hyperinflation: For same tidal volume Over-distended balloons have Decreased compliance Greater distension pressure required at high volumes Auto-PEE
pulm-l8-wob-resp-pump-resp-failure-updated-s09-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 9,paco|increases|decreases,low,As PaCO2 increases (pH decreases) & message sent to increase ventilation More rapid rise in ventilation at PaO2 < 60 mm Hg Synergy between low PO2 (hypoxia) and
pulm-l8-wob-resp-pump-resp-failure-updated-s10-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 10,liters|min|paco,low,VA (liters/min) PACO2 Chemosensitivity PaCO2 inversely related to alveolar ventilation (VA) 40 Alveolar Ventilation (VA) and Chemosensitivity 10
pulm-l8-wob-resp-pump-resp-failure-updated-s13-01,L8 WOB Resp Pump & Resp Failure updated.pptx,RESPIRATORY FAILURE,RESPIRATORY FAILURE,low,-------- Thoracic Cage Respiratory Muscle Nervous System HYPERCAPNIA Normal A—a gradient HYPOXEMIA Increased A—a gradient V / Q Mismatch Shunt Lung Failure Pump
pulm-l8-wob-resp-pump-resp-failure-updated-s34-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 34,PFT|restriction|chest|wall,low,Restriction: Chest Wall or Lung: Decreased Compliance Increased work of breathing (WOB) Increased elastic recoil Decrease in all Volumes Alveolar Reserve is Dec
pulm-l8-wob-resp-pump-resp-failure-updated-s35-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 35,COPD|increased|work|breathing,low,"Increased Work of Breathing (WOB) can Cause Respiratory Failure due to Respiratory Muscle Fatigue Normal Restrictive COPD Compared to normals, compliance curve "
pulm-l8-wob-resp-pump-resp-failure-updated-s36-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 36,normal|emphysema|work,low,Normal Emphysema Work of breathing is increased. Compensate by breathing at lower tidal volumes at faster rate Lung Transpulmonary Pressure (cm H2O) TV
pulm-l8-wob-resp-pump-resp-failure-updated-s39-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 39,COPD|normal|restrictive|copd,low,Normal Restrictive COPD 39 ABCF: NOTE that the resistive work during Expiration NO LONGER is within the stored elastic recoil energy OABCD. ODF is added work re
pulm-l8-wob-resp-pump-resp-failure-updated-s41-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 41,compliance|decreases|lung,low,Compliance Decreases as Lung Inflation Increases FRC RV TLC Hyperinflation Compliance decrease WOB increase Transpulmonary Pressure (cm H2O) Respiratory
pulm-l8-wob-resp-pump-resp-failure-updated-s42-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 42,respiratory|frequency|breaths,low,Respiratory Frequency (breaths/min) Dynamic Compliance & Airway Resistance Time Constants (TC) = resistance x compliance Normal = 5 x 100 = 500 TC = resistance 
pulm-l8-wob-resp-pump-resp-failure-updated-s43-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 43,work|breathing|obstructive,low,Work of Breathing in Obstructive Diseases (OAD) Bottom Panel Normal Restrictive OAD ABC: static inflation-deflation curve 43 OABCD: elastic work increased due t
pulm-l8-wob-resp-pump-resp-failure-updated-s44-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 44,obstructive|physiology|obstruction,low,Obstructive Physiology RV VC Obstruction Obstruction: Increase Airway Resistance Increase Respiratory Rate Decrease Flow: Decrease FEV-1 / FVC Prolonged expirat
pulm-l8-wob-resp-pump-resp-failure-updated-s45-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 45,hyperinflation|air|trapping,low,Hyperinflation = Air Trapping FRC Lung Volume Insp. Exp. Airway Obstruction with Progressive Dynamic Hyperinflation OAD attack During Obstructie airways disease
pulm-l8-wob-resp-pump-resp-failure-updated-s46-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 46,hyperinflation|increases|wob,low,"HYPERINFLATION INCREASES WOB, BUT SHORTENS DIAPHRAGM LENGTH Normal Flat, Shortened Diaphragm Obstructive Airways Diseases"
pulm-l8-wob-resp-pump-resp-failure-updated-s46-02,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 46,hyperinflation|increases|wob,low,"HYPERINFLATION INCREASES WOB, BUT SHORTENS DIAPHRAGM LENGTH Normal Flat, Shortened Diaphragm Obstructive Airways Diseases"
pulm-l8-wob-resp-pump-resp-failure-updated-s47-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 47,diaphragm|muscle|force,low,Diaphragm Muscle: Force - Length ___________ Hyperinflation: flattens & shortens diaphragm 47 Hyperinflation: mechanical disadvantage by reducing zone of apposi
pulm-l8-wob-resp-pump-resp-failure-updated-s48-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 48,asthma|emphysema|hyperinflation,low,Asthma Emphysema Hyperinflation Increase WOB due to increased resistance but also due to hyperinflation decreased compliance Lung Transpulmonary Pressure (cm H
pulm-l8-wob-resp-pump-resp-failure-updated-s49-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 49,asthma|emphysema|hyperinflation,low,Asthma Emphysema Hyperinflation Increase WOB due to increased resistance but also due to hyperinflation decreased compliance Lung Transpulmonary Pressure (cm H
pulm-l8-wob-resp-pump-resp-failure-updated-s51-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 51,work|breathing|obstructive,low,Work of Breathing in Obstructive Diseases Hyperinflation: PEEPi or Auto-PEEP No inspiratory flow until Inspiratory Pressure is negative relative to atmospheric 
pulm-l8-wob-resp-pump-resp-failure-updated-s52-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 52,hyperinflation|given|tidal,low,Hyperinflation: For any given tidal volume Greater distension pressure required at high volumes Over-distended balloons have decreased compliance Work of Breath
pulm-l8-wob-resp-pump-resp-failure-updated-s53-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 53,muscle|length|resting,low,Muscle Length (% resting length) FRC Force % max Hyperinflation  flattens & shortens diaphragm  decreased strength at the same time when demand increases TLC 
pulm-l8-wob-resp-pump-resp-failure-updated-s54-01,L8 WOB Resp Pump & Resp Failure updated.pptx,L8 WOB Resp Pump & Resp Failure updated Slide 54,normal|abnormal|diaphragm,low,Normal Abnormal 54 Diaphragm Muscle Decrease Strength after high dose systemic corticosteroid treatment or chronic malnutrition With long-term corticosteroid tr
pulm-l9-arterial-blood-gases-pulm-and-renal-combined-updated-v2-s06-01,L9 Arterial Blood Gases pulm and renal combined updated v2.pptx,L9 Arterial Blood Gases pulm and renal combined updated v2 Slide 6,ABG|easier|abg|interpretation,low,"For easier ABG interpretation, translate Henderson-Hasselbalch equation into: Stepwise Rules vs. Normogram AECOM & Step One Exams require rules; normogram not p"
pulm-lung-cancer-therapy-einstein-02042026-wo-rd-s05-01,Lung Cancer Therapy - Einstein 02042026 - wo_rd.pptx,Case Study -1,Case Study -1|Case Study|1|COPD|SOB|presentation|caucasian|active,low,"Presentation: 59 Caucasian F, active heavy smoker (1ppd x 45yr), with PMH of COPD, p/w cough, chest discomfort and SOB. Initially treated as pneumonia but showe"
pulm-lung-cancer-therapy-einstein-02042026-wo-rd-s05-02,Lung Cancer Therapy - Einstein 02042026 - wo_rd.pptx,Case Study -1,Case Study -1|Case Study|1|COPD|SOB|presentation|caucasian|active,low,"Presentation: 59 Caucasian F, active heavy smoker (1ppd x 45yr), with PMH of COPD, p/w cough, chest discomfort and SOB. Initially treated as pneumonia but showe"
pulm-lung-cancer-therapy-einstein-02042026-wo-rd-s06-01,Lung Cancer Therapy - Einstein 02042026 - wo_rd.pptx,Case Study -1,Case Study -1|Case Study|1|what|likely|diagnosis,low,What is the most likely diagnosis? Small cell lung cancer EGFR-mutated lung adenocarcinoma EGFR wild type lung adenocarcinoma Pneumonia
pulm-lung-cancer-therapy-einstein-02042026-wo-rd-s06-02,Lung Cancer Therapy - Einstein 02042026 - wo_rd.pptx,Case Study -1,Case Study -1|Case Study|1|what|likely|diagnosis,low,What is the most likely diagnosis? Small cell lung cancer EGFR-mutated lung adenocarcinoma EGFR wild type lung adenocarcinoma Pneumonia
